i1,i2,i3,i4,label,template
5618,15846,24609,7500,0,1
16582,20486,24616,6514,0,1
8263,24218,12846,18763,0,1
10677,20598,15960,9055,0,1
24933,6761,13293,16720,1,5
11018,21786,24450,19435,0,2
2110,9786,17758,20125,0,1
13861,11964,7443,10469,0,1
6811,8466,19957,3833,1,5
11481,20536,12857,12588,0,1
19948,22433,14014,7855,1,2
18173,17833,3178,14501,0,1
16146,20342,13299,5043,0,2
2543,5886,19231,9471,0,1
3437,2800,4014,12841,1,1
16380,24752,17160,6716,1,5
3335,10103,19957,2374,1,1
18187,8660,10337,18936,0,2
17346,20378,4947,16204,0,1
17960,647,11894,21616,0,1
13982,6530,20090,24841,0,0
242,15541,10838,24201,0,3
5336,22046,23972,21959,0,2
11969,22239,4376,20288,0,1
5786,8949,1985,17328,0,2
3093,23687,1771,22291,0,1
14101,17948,8502,19195,0,3
6799,2359,20362,10699,1,2
3279,15592,17886,11563,0,1
18061,1824,3888,8051,1,5
2269,8149,17334,18638,0,1
8843,12616,11474,10648,1,4
21851,2779,7113,3500,1,3
16781,12825,9491,17399,0,1
23208,20027,7044,7353,0,1
19692,21211,6249,2334,1,7
5895,8037,12539,3643,1,6
19907,1241,19643,14378,0,2
18222,11175,12427,5802,0,0
15417,782,23627,15770,0,1
12176,15957,24721,9267,1,1
9326,11722,12503,10344,0,1
10716,7529,14756,16911,0,2
18731,4822,5963,16489,0,0
22613,16528,3548,5119,0,2
19732,16145,24076,5990,0,1
18233,20962,24053,189,1,5
4021,3136,18855,16859,0,2
10407,8817,2515,19725,1,6
18979,24484,17445,24615,1,6
4687,14552,5927,3716,0,1
14903,7075,14058,21294,0,1
14432,11961,21765,1743,0,3
15621,9237,14212,1603,1,6
24836,17370,17759,11792,0,2
14161,21507,18775,17912,1,6
5041,17216,5045,7147,1,6
15396,24066,13598,11211,0,3
10127,11025,17131,13034,1,4
20503,6218,17080,15647,0,3
20642,24845,2355,3628,1,2
19505,24680,14644,22388,0,2
15274,7720,12426,10228,0,2
6697,11434,567,9072,0,1
5125,7889,22034,976,0,3
16686,23118,14804,1103,0,2
1621,9613,16875,11359,0,2
2440,2724,19561,9035,0,1
12542,7823,20540,10395,0,2
23623,22457,10392,8618,0,2
6862,9260,13164,9049,1,5
4282,166,19463,13128,1,2
17323,15771,3469,9817,1,6
18312,10096,3803,5654,1,4
16127,23606,7147,10411,1,7
8731,21285,4973,2995,1,5
20247,14564,20953,11896,0,2
16591,9641,11452,11695,0,1
16230,22284,2514,13834,0,1
15439,3884,23795,23534,0,1
10001,19502,5524,2842,1,1
15613,238,15712,17364,0,2
12558,5715,3701,16027,1,4
19125,19445,4878,17835,0,1
9303,2951,4732,22344,0,2
11178,18431,8609,4466,0,3
2781,11731,10261,17619,1,5
4571,15300,608,15095,1,5
15466,9880,9360,10652,0,3
11252,14131,14052,24861,0,3
18643,4458,24910,6698,0,3
21142,16868,13784,6093,1,4
4661,24542,19337,24309,1,4
5310,16594,1418,7605,0,0
17055,13158,6674,5011,1,5
3943,9507,15283,14327,0,0
6427,13255,19082,9726,1,4
17036,12608,3794,17447,1,5
6463,15472,345,2862,1,2
19841,18781,18046,909,0,1
20173,16184,9921,17810,0,2
22221,1016,3590,24335,1,6
5212,13544,1425,23184,0,1
4781,2328,7384,4622,0,2
11025,1473,22365,883,0,3
20544,11744,3919,15571,0,0
558,18020,23708,5236,1,6
23466,17503,24209,23550,0,2
17681,12176,5940,11696,0,1
14123,14169,1121,18138,0,1
15398,1188,21396,11217,1,5
4972,13714,15863,20654,0,1
4523,9047,22165,23334,1,2
22127,15700,24143,6018,0,2
11991,1520,16293,5546,0,0
5938,17779,3822,16899,1,5
23090,22392,11856,359,1,5
4745,19092,6692,2094,1,6
5428,2682,6906,590,1,5
21790,7444,330,17635,1,5
13079,23468,14096,2591,0,1
5109,13763,8492,12003,1,5
984,2199,19343,19231,1,1
7367,910,6818,16967,1,6
23466,10832,22695,13618,0,1
15336,11066,22891,2431,1,3
10173,19967,21145,20104,1,7
17212,4490,23697,22670,0,3
22701,19503,4322,12720,1,7
2548,23974,23036,11711,0,2
8763,6165,1116,5324,1,5
10258,6198,10287,13111,0,2
17799,220,16894,11012,0,1
7165,22863,14767,24994,0,1
19047,20135,22885,15979,0,2
15487,7142,482,5879,1,4
23609,5765,6682,13777,1,7
2649,4902,19611,5230,0,1
10900,2690,24739,13737,1,5
6522,19436,241,6905,1,6
15307,1070,20094,1094,0,2
14076,11798,23948,23958,0,3
24739,15690,12050,12995,0,3
21763,6345,14561,7453,1,6
19848,22513,21644,4391,0,3
103,20374,938,8073,0,3
11683,16237,9752,21978,0,1
3465,4847,21271,18108,0,1
21254,2781,19740,12779,0,2
15338,17709,22933,17573,1,6
17531,7119,11593,14270,0,2
17849,23829,11252,5686,1,5
22091,4415,24130,19083,0,1
23989,8026,9376,13057,0,2
6481,18771,9626,14577,1,4
13263,10137,13330,18763,0,1
21323,21485,8034,2926,0,3
12438,9042,16170,13369,0,0
15395,18555,13624,7953,1,5
9058,12145,4053,1474,0,2
10384,21357,24862,2875,0,2
18136,10956,3924,9791,1,6
12527,23327,6240,18251,0,3
1964,17007,15183,4908,1,2
19780,16023,18167,18146,0,3
13314,23215,20700,9601,0,1
11292,11383,17274,444,0,1
13629,7297,18915,20379,0,1
224,15524,20671,23098,0,2
4121,16342,3826,17988,0,2
1346,8585,19614,14351,0,3
3482,16991,6012,13415,0,2
24312,78,9183,19525,0,3
18636,6737,12930,21448,0,0
12445,5796,11964,9170,0,1
12064,12940,12418,24788,0,1
11745,8842,13616,12857,0,3
4516,22120,18855,9887,0,1
23170,11378,9790,11286,0,1
24925,16,18303,22095,0,2
1015,2165,13661,16011,1,6
20216,17378,20386,9312,0,1
8057,9978,23298,19750,1,6
9184,10269,455,7187,1,5
16538,1835,20723,11042,0,1
1289,9926,4135,11063,0,2
8114,22706,11837,13524,0,1
14128,7460,10293,22360,0,1
615,5448,22666,24290,1,1
22759,4917,22686,1570,0,0
14882,18559,23869,474,1,5
16064,18214,8557,8230,0,2
23147,8893,23805,13905,0,2
4400,24849,24875,20367,0,1
597,9098,5551,7130,0,2
4648,16900,15427,10640,0,3
17681,22953,14499,9821,0,2
2000,11830,16665,1943,0,1
15366,16261,2549,19491,0,3
22440,480,23436,2585,1,6
22740,6543,22449,21956,1,1
17275,9539,21200,11317,0,3
19397,20788,19053,17951,1,6
10405,15318,5995,20988,1,2
11752,8000,14113,16769,0,2
3164,10254,587,13225,0,2
2925,259,20133,17813,0,2
11030,10179,2327,21419,1,6
17358,3526,20733,12656,0,1
16783,24610,16794,14100,0,0
8139,21380,7434,11986,1,1
19313,13995,2983,13004,0,1
3805,3999,21467,445,0,1
9782,16041,13151,5201,0,1
14657,23314,16832,12676,1,2
6036,18247,18464,8633,1,5
19862,15211,21116,1476,1,6
3903,2601,16373,16886,1,3
24013,17855,23706,9652,0,2
19505,16120,21481,23440,0,1
17985,2655,9850,20668,0,1
9616,8035,841,17214,1,6
21109,11318,233,17970,0,1
4228,23029,6558,15964,1,1
16119,2107,19647,16853,0,3
17975,9298,17738,11254,0,2
18316,11079,4199,19562,0,0
17139,24519,24542,24079,1,5
19023,23549,12776,13429,0,3
1069,20129,24370,12954,1,5
17410,832,21030,22410,0,1
1064,22006,5196,6176,0,1
8480,20217,19587,624,0,1
4699,18874,3670,19891,1,1
2923,11125,19753,7909,0,1
3771,11678,18461,9295,0,1
3552,22754,3790,17436,0,1
16119,5713,6728,8943,0,0
13233,18534,22668,23684,1,3
19054,19707,14792,19851,1,6
6231,7943,19690,22192,1,5
1367,1838,262,7808,1,5
16810,9866,15653,21700,1,2
5282,24597,14076,7805,1,5
2462,6632,20798,2099,1,6
10471,4525,22262,456,0,2
9087,1338,13095,23003,0,1
11323,20195,9881,12040,0,3
4275,19396,19328,18918,1,5
14075,8502,11550,12184,1,5
4548,15023,19464,8377,1,6
9220,10211,5040,6055,0,0
22894,16745,23909,9759,0,2
17850,23901,9801,24483,1,5
16515,22182,9919,18339,0,1
5774,8207,2065,8196,1,6
4231,22743,5260,531,0,2
19181,8106,19577,24941,0,3
829,23608,23118,11059,1,1
23145,4952,16101,12138,0,0
10169,10634,15387,7478,1,5
16356,124,6303,7736,1,5
9464,9364,8701,20571,0,1
19964,15468,12650,160,0,1
7252,18586,3698,6830,1,2
12191,4538,2490,2039,0,0
16233,19389,11733,7060,0,3
22556,21083,18084,24748,0,2
19336,22006,19358,9338,1,1
22936,10959,1517,10916,1,2
109,24970,13033,24992,0,1
24093,23888,14858,1532,0,1
20635,4964,3549,13119,0,0
12780,24610,6124,16387,0,2
134,11708,14909,1785,1,6
13259,5082,16758,22591,1,2
14443,6971,19297,1014,1,5
12862,20256,5229,19681,0,1
23519,18347,11774,831,0,2
12653,5123,23084,12944,1,6
23355,14614,23974,3176,0,2
8991,15703,23723,15414,0,1
826,23611,13669,3825,1,6
12917,24637,16100,18269,0,1
64,6645,15813,24691,0,1
4642,19446,13141,2289,0,2
1995,16526,6535,7666,0,1
4354,1354,18759,10805,1,4
4991,13081,10190,9053,0,2
3527,18276,9085,4827,0,2
637,13648,972,16270,0,2
8021,7,10211,1925,1,5
19189,18818,10693,5105,1,2
10125,5335,23995,22351,1,4
23051,12775,21127,15938,1,6
2671,10420,23054,5054,0,2
9190,10054,11595,24346,0,1
18014,3893,4645,23234,0,2
5887,6245,8581,14941,1,4
18036,16241,8933,1032,0,2
21707,17006,1838,12343,0,1
5447,7427,9021,10925,1,5
18477,18276,1319,2859,1,6
8547,22469,19479,7454,1,2
14320,21278,10061,22979,1,2
4476,19932,2487,7965,1,6
16543,22513,10492,12592,0,3
7803,8720,9555,18803,1,6
5336,15143,10418,23739,0,2
772,16858,15115,16066,0,3
2595,18586,21150,19914,0,3
11752,18154,5574,22296,0,3
7849,20426,15443,8560,0,2
11370,14168,3364,18140,1,1
20748,12092,10840,8903,0,3
22491,3112,23842,3090,1,6
9684,15728,21550,13230,0,3
5770,20613,23626,5311,1,1
1331,11272,1512,22045,1,6
19113,161,481,8403,0,2
14157,13110,3297,925,0,3
24619,9304,18884,9555,0,2
9896,2001,21122,19309,0,1
9751,19405,24347,7143,0,2
14170,15506,19543,19744,0,1
17592,14843,12991,8172,0,1
16855,20838,501,4165,1,2
12585,3194,21709,19999,1,1
14835,5793,14940,4778,0,0
18504,4133,4665,22714,1,5
6438,8466,12991,3591,0,3
21198,5384,10878,19874,0,1
8401,8404,1507,20536,0,1
24490,9453,19580,13031,0,3
2702,23272,6093,7690,1,5
4547,3251,21238,7934,0,1
14087,1500,13547,11310,1,6
10059,22218,18627,7786,1,4
4859,4518,8323,594,1,6
14607,23662,3464,7059,0,2
2248,5591,15025,13120,0,1
22218,24229,17672,2080,0,1
6079,9818,6388,11828,1,5
4068,18650,12781,21951,0,1
5797,5179,3148,4224,0,2
3637,18401,22073,1402,0,2
15,14309,7870,3801,0,2
20287,15309,14099,3988,0,2
5587,12459,11352,8374,0,3
3978,23183,504,22196,0,1
14460,16224,11728,7901,0,2
10026,24315,5741,16778,0,2
20190,18680,4668,15881,1,5
9423,5580,3720,9095,0,0
13602,9317,24075,16336,0,2
4076,9371,7693,8892,0,1
22287,4696,16614,12881,0,2
18931,9421,13956,10007,0,0
24293,8972,481,17823,1,2
3123,20603,6548,23040,1,6
1404,15693,15939,10472,0,1
18319,22864,7729,16253,0,2
10868,23185,23915,13913,1,5
3661,5327,13956,519,0,0
9328,9200,2040,16387,0,1
19963,6059,24566,19318,0,1
23086,22695,290,4720,0,0
22435,5804,19655,6855,0,1
18208,11682,13386,24222,0,2
19629,16893,4656,13919,1,5
19467,12918,19648,20213,0,0
2342,5987,4197,21609,1,6
5391,23276,312,12460,0,2
21017,7917,6458,6367,0,1
21643,9965,3365,24824,1,6
11138,9415,3221,3586,1,6
24199,12176,18354,11932,0,2
3302,4849,8238,20200,0,2
14952,371,7959,4925,1,4
6412,22832,8803,7075,1,6
24782,20960,10236,14281,0,2
19068,24362,16134,12138,0,1
20854,5890,14731,7389,0,3
9904,10738,22172,22563,0,2
7456,5128,20210,14971,0,3
1881,8,22983,3934,1,2
5709,4162,22060,9459,0,3
11099,14292,5888,23918,0,3
16272,17746,2243,22488,0,2
22527,18446,12483,2922,0,2
11138,667,11626,14311,0,1
1099,10575,11779,18540,0,0
19067,2217,12643,8569,0,3
3010,10634,8722,23891,1,5
24060,20048,920,14270,1,6
20127,8324,23352,3048,0,2
2528,1944,16029,11392,0,2
2281,24867,1570,8653,0,2
9543,22590,17394,11580,0,3
12181,4950,650,4401,0,0
16812,10765,19791,21845,0,1
20503,16360,11371,14390,0,1
24273,24529,23133,11783,0,1
6695,10608,14436,13040,1,5
22065,285,5123,13120,0,1
7780,3064,4938,10548,0,1
22341,11495,19079,4682,0,1
18271,11520,621,21568,1,5
21618,11342,24012,22744,0,2
2806,11897,2097,6363,1,7
499,17157,15057,23436,0,1
6149,11095,7572,21527,0,2
18661,4295,20140,8863,0,2
4822,14147,17648,1255,0,1
378,11702,15544,7948,1,1
2666,542,18416,14497,0,3
4858,18222,12634,15526,0,2
7720,8448,19446,3690,0,1
22216,5102,22558,2838,0,1
9050,3182,16219,10205,1,5
18994,4390,2497,22997,0,1
11949,9930,6029,4585,1,5
14617,7835,14643,22328,0,1
13715,11981,13111,4025,1,6
21535,23806,2499,3350,1,1
2806,4179,12346,8166,0,2
6800,12919,1052,23917,0,0
19715,4633,7684,2361,0,1
3638,11922,24750,23455,1,4
2027,13275,6550,14376,0,2
5207,21413,10065,14169,0,1
21941,22966,9513,22833,0,1
13503,5753,6930,20384,1,7
2299,15114,16197,23326,0,2
6517,14949,5666,11750,0,3
17208,4157,7678,24941,0,1
19992,16747,16241,24411,0,0
24956,7507,200,19219,1,4
9090,13709,5308,809,0,2
2131,7523,20566,12580,0,2
12223,23669,18039,6927,0,1
439,9856,23084,8808,0,2
13017,24716,12495,2129,0,2
8022,18033,6591,9977,0,2
16582,22369,20473,15534,1,7
16627,7171,803,6416,0,2
21130,14962,22428,21004,0,2
2951,12716,4910,16460,1,5
15727,4875,1158,19418,1,1
19068,3822,6296,20593,0,1
24549,4846,12303,20227,0,2
6854,4383,3988,21925,0,2
23755,10841,11259,23509,0,1
16813,4917,4664,24753,0,1
10420,6768,14924,20982,1,5
5460,20615,14308,8530,1,6
19385,4351,19789,22427,1,4
22556,80,15541,13875,0,1
10907,52,5814,24628,0,1
18389,4155,9012,2818,0,2
16435,1441,7868,2501,0,2
18639,7053,1757,16636,0,3
5984,10040,6362,21734,0,1
4458,7150,17481,21011,1,6
18825,15082,15399,11960,0,0
7709,10011,21523,18454,0,1
2583,21868,6869,18962,0,0
6497,24546,10751,13402,0,1
11513,14958,7439,11477,0,0
14572,12950,6960,2460,1,5
21576,11439,24752,24812,1,6
9201,10511,13391,9998,0,0
5856,4907,88,14644,1,3
18047,21316,4800,4952,1,5
6509,15677,10342,1014,0,0
14015,22205,9635,24940,1,4
701,11073,10664,2789,0,2
22559,4028,8370,5158,0,2
4538,18461,1404,14840,1,5
539,11126,21066,17144,0,2
7432,6483,11527,4425,0,2
1916,21134,2355,18109,0,2
23242,14808,18693,2559,0,1
10780,7052,8616,10725,0,1
19470,6771,23759,2975,0,0
10808,8688,8730,21716,0,1
2864,16719,8444,21666,1,6
23796,21985,16517,16707,1,6
13163,15216,22178,5947,1,5
3770,15270,8522,18478,0,1
7142,22655,2869,2778,0,1
13623,24674,5761,9707,1,6
4241,14026,8809,21233,0,1
14865,9860,22293,1154,0,2
2836,16997,15451,19448,0,2
5356,9662,15705,10061,0,1
2773,12743,22777,75,1,6
9544,10334,1340,7526,0,2
24689,35,20613,12995,0,2
10711,22568,18281,1038,1,4
24168,909,980,6524,0,1
2438,8050,2034,7309,0,1
153,14652,13243,23708,0,2
6399,1470,24966,5606,0,0
13059,3407,10822,24454,1,3
24561,4880,19782,6191,0,1
10027,2212,12159,1821,0,2
8806,15687,17865,2100,1,5
12313,1434,11037,773,0,1
6086,6342,22548,3222,1,2
11188,6205,10096,10393,1,5
22505,22152,24913,4878,0,1
20617,8627,17124,497,0,2
3474,3986,2909,22583,1,5
12530,4566,24714,15326,0,1
24379,5113,16151,13939,0,2
20544,10541,9227,12579,0,3
18171,14686,10092,21545,1,4
16257,5300,6478,4682,1,5
2541,11123,23140,21668,0,1
5602,23411,14775,22151,0,1
11072,22464,22219,2318,1,2
8248,5539,12487,10666,0,1
2000,16356,15587,14116,0,2
14991,23236,16053,6307,0,2
9593,10135,16809,18940,1,1
19699,16719,3153,15586,1,5
12103,590,18814,6508,0,1
18700,19771,24213,21737,0,2
21500,12619,10385,2848,0,1
6339,5052,23805,19232,0,2
13503,6021,2888,16092,0,3
10710,22205,8033,7628,0,1
2673,14029,16617,1556,0,3
21139,5666,10897,17434,0,2
6770,6618,1594,18638,0,2
14648,23746,4104,17429,0,1
7622,18268,11667,930,0,1
22381,5402,613,1205,0,1
9463,21086,19704,9662,0,1
1754,14328,16726,20117,0,1
3018,10058,23845,11409,0,2
24156,13325,9023,13692,0,2
20033,15401,12441,8429,0,2
890,11393,19639,20643,0,2
18077,14176,22656,1113,0,1
13028,16272,19312,14374,0,0
4076,20462,11490,863,0,2
4793,17812,2945,19931,0,2
3898,15146,5583,23612,0,0
7694,3029,4627,11902,0,1
19452,16743,22081,8099,1,6
8151,5370,20844,5061,0,1
2463,13261,24347,4264,1,2
13593,1478,5710,14853,1,6
20906,20178,24097,9395,0,1
13301,11676,21994,19920,1,3
55,15787,6131,23920,0,2
24937,17478,12293,20941,0,1
7019,510,260,12372,0,2
10800,17636,11543,20623,0,0
17688,21269,24523,16883,0,1
18901,3061,18974,10285,0,1
15318,14507,5872,7657,0,2
10599,19158,8842,24714,0,1
5453,10712,9759,13236,1,6
20093,6430,22413,9084,1,6
15271,20074,2092,14166,1,6
7658,13390,9823,20583,0,1
8271,20776,1141,20780,0,1
5278,17862,4267,1146,0,3
14584,7611,7442,17085,0,1
20525,2418,18500,23177,1,6
8845,1649,5533,20043,1,6
13083,24276,6809,24683,1,5
10801,259,9719,18469,0,3
3388,13913,24150,2788,0,2
4883,14783,2053,1699,0,2
16188,20579,321,2300,0,0
14682,18322,10722,1233,0,1
1200,20305,8082,12203,0,0
21742,9168,8489,632,1,1
284,19483,8171,18345,1,6
1243,12112,20952,18484,0,3
21788,3923,4995,20535,1,2
21411,19638,16459,21691,1,5
10772,9740,23562,13938,0,0
15915,11520,23070,705,1,2
1908,7304,7392,14692,1,6
14371,1664,17783,3654,0,1
21857,22183,23994,2826,0,3
17319,18240,19210,23608,1,1
5349,24555,23410,2429,0,2
14074,19809,633,3061,0,2
16505,14662,2378,3845,0,0
1348,1801,12313,17582,0,3
17336,18555,16288,2975,0,2
276,4821,7376,1759,1,5
18390,23772,19233,18585,0,2
11567,19479,18811,1664,1,1
3663,5149,14349,923,0,2
14758,18631,11755,6538,0,1
10957,7982,19282,2606,1,4
5764,9487,7937,18049,0,2
13328,10991,8982,3539,0,1
6948,5024,16402,15974,1,6
3781,18116,2041,12735,1,5
16616,20377,13858,10812,0,3
22867,13305,8796,12876,0,2
10954,14687,23336,9041,1,6
22653,10684,18462,22192,0,2
6328,22982,24253,14411,0,3
22456,7468,16005,23597,1,6
12475,20693,4274,3128,0,1
10802,5845,3901,18625,0,1
1481,12975,10970,20081,0,2
2728,23716,16724,22401,1,5
23618,7582,19815,11972,0,2
3602,17212,24257,22560,0,2
4443,23397,15882,10448,0,3
14862,13530,2729,23234,0,1
7552,14263,17192,1103,1,1
144,12227,793,1482,1,2
2468,21089,22817,21708,0,2
7797,10397,18913,11912,0,0
14025,18857,586,10871,0,0
18721,8283,8110,9,0,2
5207,24402,21280,24414,0,1
18149,14806,20553,22718,0,1
22105,18987,3837,14392,1,5
6960,17815,22956,21766,1,1
2462,10684,6281,18448,0,1
2291,16729,6057,24454,1,1
16949,20672,20253,15573,0,3
4212,16462,1095,5829,0,0
21053,21414,24066,21732,0,1
17848,22651,23885,17206,0,1
9464,8118,24633,989,1,2
11894,23447,19647,1363,1,5
21034,3853,8807,21118,0,3
3745,10085,13709,1461,0,3
24535,8352,4086,1876,0,2
12082,806,3180,19921,0,1
11043,15090,23226,7386,0,2
16446,24382,14388,19435,0,0
14111,10738,2592,12378,0,1
209,13421,21032,10074,1,6
21806,12164,1403,18269,0,2
21194,4135,6075,5624,1,5
12596,22437,8944,12958,1,2
23007,15557,11946,16772,1,6
14371,12894,23347,7711,0,1
22808,17409,2286,5422,0,2
535,10889,7101,20213,1,7
23738,23703,16516,271,0,2
3368,1141,19815,20156,1,6
563,381,100,4681,1,6
3642,12278,16254,3310,0,3
851,16163,4589,515,0,2
530,14267,7372,4716,0,3
7525,16201,17475,20870,0,1
19260,4662,24701,21729,0,2
20089,22630,20269,10929,0,3
18819,3419,7318,1296,0,1
4195,2504,16134,17158,0,1
10785,24042,20668,10627,1,2
2595,9932,22378,23390,0,3
1396,5344,6258,3568,1,6
14372,16802,17981,22040,0,1
1782,21756,16834,20353,1,1
20604,3849,1035,21549,0,0
3887,9932,17806,4255,1,2
2880,24001,21169,16088,0,1
11114,3919,16167,21375,0,1
8012,1043,3804,18623,0,1
8080,8324,3025,8549,1,2
17678,4670,14001,3182,1,2
1021,9228,6303,17999,1,5
3482,21552,1754,23595,0,1
21113,15912,20627,18745,0,2
21504,22187,18094,19565,0,1
13828,5043,19518,9057,1,4
461,9884,16479,369,0,1
18160,7818,11124,20220,0,1
7525,21228,676,2708,1,1
15098,24953,19541,7579,0,2
4188,7178,4598,22642,0,1
1,21614,19737,24719,1,5
13249,9906,18336,20423,1,6
3538,24394,19880,6208,0,2
2861,17368,14978,15185,0,2
6523,13287,1436,6324,0,2
4787,3440,24544,20147,0,2
16155,20659,2325,8871,0,0
12959,9327,24153,15969,1,5
10447,22763,2443,5105,1,5
19252,4811,11607,15270,1,5
10868,7445,19389,773,0,1
4710,20408,933,321,1,5
18453,11929,9234,5922,0,1
17990,7917,8266,11787,0,2
14278,14276,1561,12947,0,1
10407,15688,4820,14979,1,5
4337,16749,5631,12552,0,2
5545,6761,8759,8867,1,6
2837,10098,18650,1321,1,6
3664,10659,5768,4791,0,0
19732,22761,19603,11783,1,5
20949,12808,18068,1257,0,1
3722,18246,3657,9268,0,3
16462,15100,13170,14893,1,2
16073,7305,22622,2924,1,6
4661,4325,11417,729,0,1
21828,17774,799,9978,0,1
8827,12274,14683,23922,0,2
6952,7118,7312,4135,1,1
24029,9365,16298,22208,0,1
11161,12881,2741,4350,0,1
4337,5539,11917,3870,0,2
7767,12971,943,11541,0,1
16827,1611,11523,16443,1,2
4952,6734,21545,19469,1,6
22487,23407,10491,14117,0,1
19427,4981,7893,87,0,3
21594,11916,15113,14756,0,3
12508,16980,12274,19787,0,1
19629,11515,6805,9242,0,1
2684,24046,23690,13209,0,1
4658,7194,19440,12540,0,2
18557,12632,7680,929,1,6
22727,7424,6419,22561,0,2
4433,1660,13042,11588,1,5
2808,22,24975,1892,1,2
19322,16576,16047,13291,0,2
22260,13727,8118,5877,0,1
15294,15703,21256,22192,1,2
21846,9745,7786,20324,0,3
12795,17386,11173,15863,0,1
23974,21236,11064,24626,0,3
6152,3168,126,21596,0,2
19634,22188,9251,22529,0,2
7162,11846,9903,955,1,1
9097,6815,3764,15157,0,1
15393,22690,13820,22756,1,2
9739,10872,13869,11660,0,3
9375,19842,21534,17824,0,1
13828,24004,17827,10187,0,1
7038,19316,4084,10200,0,1
14102,17644,15315,15069,1,2
19628,5399,13258,5909,0,3
5783,17589,15026,19469,0,1
4656,5475,5822,2964,1,4
14543,9144,11285,4643,0,1
3575,10397,22436,2965,0,1
3482,2411,11204,14174,0,2
8069,8354,2389,20797,0,3
17163,17770,21293,1860,1,2
2524,10278,13797,8046,1,6
5109,22372,5960,15179,0,2
24673,9071,15581,18655,0,3
22915,15908,907,8417,0,2
20769,2563,10672,8980,0,1
5834,11806,9045,20123,0,1
10992,18450,4742,12175,0,1
6580,22780,12432,1697,0,2
15834,16137,18941,7605,0,1
12440,9444,18059,17281,0,0
20312,21064,14495,22805,0,2
16493,10968,4684,20930,1,6
22218,7766,13697,9929,1,6
4725,2133,7731,17845,1,1
7381,17570,20246,21747,0,1
4282,21105,5049,24960,1,1
12918,7985,17361,18034,1,5
12917,20011,3876,3219,0,1
24420,14209,11550,5905,0,1
21469,17470,6982,20020,1,6
14592,6059,8364,12433,1,6
15551,2368,5042,15591,1,5
13086,5010,9037,23079,0,1
1364,17921,10286,23744,1,6
17092,22018,18223,17433,0,2
2506,8258,19011,15503,0,1
9517,6554,14582,24702,0,0
10352,6438,13700,22584,0,2
1149,24138,21972,14792,0,2
11496,14202,14510,16016,1,5
23124,3174,11439,24253,0,1
14470,17009,9448,11831,0,1
508,16700,6657,20659,1,6
5010,17888,22079,6195,1,2
24007,18459,1823,7296,0,1
18001,21119,18074,12843,0,1
1709,4809,12424,4369,1,5
13850,10010,15770,11311,0,3
6644,14930,4473,18809,0,1
24795,14937,825,8261,0,2
10733,11218,1160,17157,0,2
8575,13138,5272,12277,1,5
19601,16819,16709,16269,1,5
18213,15201,19461,13323,0,1
4496,11151,7576,6130,0,3
3938,6570,21835,22433,0,1
15746,15874,14816,18829,0,2
19674,13994,8724,23416,0,1
12776,9761,15392,20299,1,6
16932,421,10664,3840,0,2
14709,5659,21327,3013,1,2
16620,19588,12162,8070,0,1
14980,3309,19333,23769,0,0
14962,10666,22211,18858,1,2
5224,19831,16178,13320,0,3
16226,10337,1553,22868,1,6
8279,23225,11320,15583,1,5
21659,24041,21833,22619,0,1
14884,22711,15800,19082,1,1
10234,3826,24546,5578,0,3
10568,23753,24781,19708,0,2
12306,8325,3151,9602,1,1
11018,354,12701,3918,1,5
14854,7508,14570,10002,0,2
3132,11661,8603,6390,1,5
9573,15279,3150,12368,0,0
6405,1308,4168,11907,1,6
19529,17015,21117,4766,0,2
15507,9568,11849,2577,0,1
14372,3658,21464,8432,0,1
24856,13046,18013,1331,1,6
5165,1299,8226,24022,1,4
2600,20635,18133,20802,0,0
587,15126,13558,8076,1,1
24438,6142,10280,22313,1,5
19975,24167,13439,8031,0,2
19606,4614,4530,17193,1,6
5452,22623,20541,2644,1,1
12409,4994,3530,7841,1,5
2871,13164,3647,14541,0,3
19326,3587,8801,14535,0,2
23926,21861,12490,1049,1,6
23005,15261,15709,12246,0,1
13983,6150,4277,21160,0,2
19907,2437,16423,24234,0,2
6510,24025,16482,2765,0,0
18001,24174,18849,7109,0,1
5895,19616,6186,23449,0,1
12942,10404,5225,9454,0,2
211,13293,24566,14173,0,3
890,19726,8175,5210,1,5
19335,12841,20979,2899,1,5
22347,21084,19955,12735,1,4
18885,3090,829,880,1,5
3273,17622,19642,21136,1,1
12893,18041,13985,14235,1,5
1915,12507,3569,16670,0,0
5295,9802,3567,23243,0,1
1176,3432,6901,9254,1,5
11016,15336,9729,14550,1,6
17283,10422,599,9726,0,1
4241,14415,22551,19277,0,0
9885,13560,23602,1947,1,5
23755,7773,18376,22996,0,1
8326,6273,16911,22637,0,2
13113,15123,17591,9055,0,1
1851,4238,22797,11937,0,2
20648,5424,13300,7901,1,5
18318,19706,21394,15927,0,1
12133,12614,14044,5560,0,2
13100,4100,21123,8032,0,1
8274,4679,24547,4358,0,3
5718,1851,260,22282,0,2
22758,16493,12909,3749,1,5
12537,24526,4692,21460,0,1
8397,17212,503,2465,0,3
16190,22054,7197,18745,0,1
14336,18640,289,18593,0,1
2756,9878,5916,16439,0,1
7064,20314,4594,18767,0,1
22149,6685,1699,20944,0,2
23970,12160,8799,2922,0,2
6646,19500,24380,9004,1,2
1847,5892,2537,16731,1,5
1335,17496,12513,18457,1,1
22508,7492,2335,24563,0,2
